"","Amaretto Sour.txt","Aperol Spritz.txt","Boulevardier.txt","Classic Old Fashioned.txt","Cosmopolitan.txt","Daiquiri.txt","French75.txt","GinandTonic.txt","GinFizz.txt","Mai Tai.txt","Manhattan.txt","Margarita.txt","Mojito.txt","MoscowMule.txt","NewYorkSour.txt","Paloma.txt","Pinacolada.txt","TomCollins.txt","Whiskey sour.txt","Whisky Smash.txt"
"took",0,1.98064591330728,0,0,0,0,0,2.03356831476162,0,0,0,0,0,0,0,0,0,0,0,0
"uniqu",0,1.98064591330728,0,1.68782244135508,0,0,0,2.03356831476162,0,1.67635004019285,0,0,0,0,1.98064591330728,1.92062790358103,0,0,0,0
"veneziano",0,1.98064591330728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"vermouth",0,1.98064591330728,22.1941268537584,0,0,0,0,0,0,0,23.4229671091559,0,0,0,0,0,0,0,0,0
"warm",0,1.98064591330728,1.70724052721218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"wasnt",0,1.98064591330728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.10100959555716,0
"water",0,11.8838754798437,0,8.43911220677541,0,0,1.78891855822645,10.1678415738081,10.6322431226346,0,0,0,9.11777027444604,0,1.98064591330728,13.4443953250672,0,8.28941735918712,0,6.673870654573
"waterhow",0,1.98064591330728,0,0,0,0,0,0,0,0,0,0,0,0,0,1.92062790358103,0,0,0,0
"wateri",0,1.98064591330728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"wedg",0,5.94193773992185,0,0,1.8017667007043,0,0,2.03356831476162,0,3.35270008038569,0,1.99100870034283,0,0,0,7.68251161432412,0,0,0,6.673870654573
"wine",0,9.90322956653641,1.70724052721218,0,0,0,7.15567423290581,0,0,0,5.4053001021129,0,0,0,21.7871050463801,0,0,0,0,0
"world",0,1.98064591330728,0,0,0,0,0,4.06713662952325,0,0,0,0,1.82355405488921,0,0,0,0,0,0,0
"year",0,1.98064591330728,0,0,0,2.14255859847003,1.78891855822645,2.03356831476162,0,0,0,0,0,1.78891855822645,0,0,0,0,2.10100959555716,0
"york",0,1.98064591330728,1.70724052721218,1.68782244135508,0,0,1.78891855822645,0,0,0,1.8017667007043,0,0,0,21.7871050463801,0,0,0,0,0
"accept",0,0,1.70724052721218,0,0,0,0,0,0,1.67635004019285,0,0,0,0,0,0,0,0,0,0
"alex",0,0,5.12172158163655,0,7.2070668028172,2.14255859847003,0,0,0,1.67635004019285,0,0,0,0,0,1.92062790358103,0,2.07235433979678,4.20201919111431,2.22462355152433
"american",0,0,1.70724052721218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"anyway",0,0,1.70724052721218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"around",0,0,1.70724052721218,3.37564488271017,0,0,3.5778371164529,4.06713662952325,1.7720405204391,0,0,1.99100870034283,0,0,0,5.76188371074309,0,0,0,0
"away",0,0,1.70724052721218,0,0,0,1.78891855822645,0,1.7720405204391,0,0,0,0,0,0,0,0,2.07235433979678,0,2.22462355152433
"bar",0,0,1.70724052721218,1.68782244135508,1.8017667007043,0,3.5778371164529,0,0,3.35270008038569,0,1.99100870034283,1.82355405488921,0,0,0,0,0,0,0
"belowmix",0,0,1.70724052721218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"boulevardeeaywhi",0,0,1.70724052721218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"boulevardi",0,0,25.6086079081828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"chang",0,0,1.70724052721218,0,0,2.14255859847003,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"combin",0,0,1.70724052721218,1.68782244135508,0,0,0,0,1.7720405204391,0,1.8017667007043,0,0,0,1.98064591330728,3.84125580716206,0,0,0,0
"come",0,0,1.70724052721218,1.68782244135508,1.8017667007043,0,0,2.03356831476162,0,0,1.8017667007043,0,0,1.78891855822645,0,0,1.91578527910524,0,0,2.22462355152433
"comparison",0,0,1.70724052721218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"consid",0,0,1.70724052721218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"contain",0,0,1.70724052721218,0,0,0,0,0,0,0,1.8017667007043,1.99100870034283,0,0,1.98064591330728,0,0,0,2.10100959555716,0
"continu",0,0,1.70724052721218,0,0,0,0,0,0,0,1.8017667007043,0,0,0,0,0,0,0,0,0
"cucumb",0,0,1.70724052721218,0,0,0,0,2.03356831476162,0,0,0,0,0,0,0,0,0,0,0,0
"describ",0,0,1.70724052721218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"differ",0,0,1.70724052721218,0,0,2.14255859847003,1.78891855822645,0,0,0,0,0,1.82355405488921,3.5778371164529,3.96129182661456,0,1.91578527910524,4.14470867959356,0,2.22462355152433
"dirti",0,0,1.70724052721218,0,0,0,0,0,0,0,1.8017667007043,0,0,0,0,1.92062790358103,0,0,0,0
"edg",0,0,1.70724052721218,1.68782244135508,0,0,1.78891855822645,0,0,0,0,1.99100870034283,0,0,0,3.84125580716206,0,0,0,0
"either",0,0,5.12172158163655,0,0,0,0,0,1.7720405204391,1.67635004019285,0,0,0,0,1.98064591330728,0,0,0,0,0
"end",0,0,1.70724052721218,0,0,0,0,0,1.7720405204391,1.67635004019285,0,0,0,0,0,0,0,0,0,0
"erskin",0,0,1.70724052721218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"essenti",0,0,1.70724052721218,3.37564488271017,1.8017667007043,0,0,0,0,0,0,0,0,1.78891855822645,0,0,0,2.07235433979678,0,0
"exact",0,0,1.70724052721218,0,1.8017667007043,0,0,0,0,0,0,0,3.64710810977842,0,0,0,0,4.14470867959356,0,0
"fact",0,0,1.70724052721218,0,0,0,1.78891855822645,0,0,0,0,1.99100870034283,1.82355405488921,0,0,0,0,0,0,0
"famous",0,0,1.70724052721218,1.68782244135508,0,0,1.78891855822645,0,3.5440810408782,0,1.8017667007043,0,0,0,0,1.92062790358103,0,0,0,0
"fashion",0,0,5.12172158163655,50.6346732406525,0,0,0,0,0,0,3.6035334014086,1.99100870034283,0,0,1.98064591330728,0,0,0,0,2.22462355152433
"favorit",0,0,3.41448105442437,0,0,0,0,0,1.7720405204391,0,1.8017667007043,0,0,3.5778371164529,1.98064591330728,1.92062790358103,1.91578527910524,2.07235433979678,2.10100959555716,2.22462355152433
"feel",0,0,1.70724052721218,0,0,0,0,0,0,0,1.8017667007043,0,1.82355405488921,0,1.98064591330728,0,0,0,0,0
"find",0,0,1.70724052721218,0,0,2.14255859847003,0,4.06713662952325,5.3161215613173,3.35270008038569,3.6035334014086,3.98201740068566,0,3.5778371164529,0,0,3.83157055821048,2.07235433979678,0,0
"fli",0,0,1.70724052721218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"fortifi",0,0,1.70724052721218,0,0,0,0,0,0,0,3.6035334014086,0,0,0,0,0,0,0,0,0
"found",0,0,1.70724052721218,0,0,0,0,0,0,0,0,0,1.82355405488921,0,0,0,1.91578527910524,2.07235433979678,0,0
"free",0,0,1.70724052721218,0,0,0,0,0,0,0,1.8017667007043,0,0,0,0,0,0,0,0,0
"fruit",0,0,1.70724052721218,1.68782244135508,0,0,1.78891855822645,2.03356831476162,0,3.35270008038569,0,0,1.82355405488921,1.78891855822645,0,0,0,0,0,4.44924710304867
"fruiti",0,0,1.70724052721218,0,0,0,0,0,1.7720405204391,3.35270008038569,1.8017667007043,0,1.82355405488921,0,1.98064591330728,0,0,0,0,0
"general",0,0,3.41448105442437,0,0,0,0,0,0,0,0,0,0,0,3.96129182661456,0,0,0,0,0
"give",0,0,1.70724052721218,3.37564488271017,0,0,0,2.03356831476162,1.7720405204391,1.67635004019285,0,0,0,0,7.92258365322913,1.92062790358103,5.74735583731572,0,0,0
"gwynn",0,0,1.70724052721218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hard",0,0,1.70724052721218,0,0,0,0,2.03356831476162,0,3.35270008038569,0,0,0,0,0,0,1.91578527910524,0,0,0
"harri",0,0,1.70724052721218,0,0,0,1.78891855822645,0,0,0,0,0,0,0,0,0,0,0,0,0
"hate",0,0,1.70724052721218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hello",0,0,1.70724052721218,0,1.8017667007043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hit",0,0,3.41448105442437,0,0,0,0,0,0,0,0,0,0,0,1.98064591330728,0,0,0,2.10100959555716,0
"icewhat",0,0,1.70724052721218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"improv",0,0,3.41448105442437,0,0,0,0,0,1.7720405204391,0,0,0,0,0,0,0,0,0,0,0
"infus",0,0,1.70724052721218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"interest",0,0,1.70724052721218,0,0,0,0,0,1.7720405204391,0,0,0,0,0,0,0,0,0,0,0
"itther",0,0,1.70724052721218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"jewelton",0,0,1.70724052721218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"knife",0,0,1.70724052721218,1.68782244135508,0,0,1.78891855822645,0,0,0,0,0,0,0,0,0,0,0,0,0
"local",0,0,1.70724052721218,0,0,0,0,0,5.3161215613173,0,3.6035334014086,0,0,0,0,0,1.91578527910524,0,0,0
"lookth",0,0,1.70724052721218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"lowbal",0,0,5.12172158163655,1.68782244135508,0,0,0,0,0,1.67635004019285,0,1.99100870034283,0,1.78891855822645,0,0,0,0,0,6.673870654573
"magazin",0,0,1.70724052721218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"manhattan",0,0,5.12172158163655,0,0,0,0,0,0,0,37.8371007147903,0,0,0,1.98064591330728,0,0,0,0,0
"martini",0,0,6.82896210884874,0,1.8017667007043,0,0,0,0,0,7.2070668028172,1.99100870034283,0,0,0,0,1.91578527910524,0,0,0
"mezcal",0,0,1.70724052721218,1.68782244135508,0,0,0,0,0,0,0,0,0,3.5778371164529,0,5.76188371074309,0,0,0,0
"month",0,0,1.70724052721218,0,0,0,0,0,0,0,1.8017667007043,1.99100870034283,0,0,0,0,0,0,0,0
"monthssweet",0,0,1.70724052721218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"need",0,0,1.70724052721218,5.06346732406525,0,0,0,0,5.3161215613173,1.67635004019285,0,1.99100870034283,0,3.5778371164529,1.98064591330728,5.76188371074309,0,4.14470867959356,2.10100959555716,4.44924710304867
"notic",0,0,1.70724052721218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"oil",0,0,1.70724052721218,5.06346732406525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.22462355152433
"old",0,0,11.9506836904853,52.3224956820076,0,0,1.78891855822645,0,0,0,3.6035334014086,1.99100870034283,0,0,1.98064591330728,0,0,2.07235433979678,0,2.22462355152433
"pal",0,0,5.12172158163655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"palal",0,0,1.70724052721218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pari",0,0,3.41448105442437,0,0,0,1.78891855822645,0,0,0,0,0,0,0,0,0,0,0,0,0
"peel",0,0,5.12172158163655,21.9416917376161,0,0,3.5778371164529,2.03356831476162,0,0,0,0,0,0,0,0,0,0,4.20201919111431,0
"peelinstruct",0,0,1.70724052721218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"person",0,0,1.70724052721218,0,0,0,0,0,0,1.67635004019285,3.6035334014086,0,0,0,0,0,0,0,0,0
"pour",0,0,1.70724052721218,0,0,2.14255859847003,1.78891855822645,4.06713662952325,7.0881620817564,1.67635004019285,0,0,0,1.78891855822645,1.98064591330728,1.92062790358103,0,8.28941735918712,0,4.44924710304867
"prefer",0,0,8.53620263606092,0,1.8017667007043,0,1.78891855822645,0,0,1.67635004019285,1.8017667007043,1.99100870034283,3.64710810977842,0,5.94193773992185,1.92062790358103,0,0,4.20201919111431,0
"profil",0,0,1.70724052721218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"quadrant",0,0,1.70724052721218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"red",0,0,6.82896210884874,0,0,0,0,0,0,0,7.2070668028172,0,0,0,17.8258132197655,0,0,0,0,0
"refriger",0,0,1.70724052721218,0,0,0,3.5778371164529,0,0,0,1.8017667007043,0,0,0,0,0,0,0,2.10100959555716,0
"releas",0,0,1.70724052721218,5.06346732406525,0,0,0,0,0,0,0,0,3.64710810977842,0,0,0,0,0,0,4.44924710304867
"remov",0,0,1.70724052721218,1.68782244135508,0,0,3.5778371164529,0,0,0,0,0,0,0,0,0,0,0,0,0
"rock",0,0,6.82896210884874,0,1.8017667007043,0,0,0,0,0,3.6035334014086,5.97302610102849,0,0,0,0,0,0,0,0
"round",0,0,3.41448105442437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.22462355152433
"rounder",0,0,3.41448105442437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"run",0,0,1.70724052721218,3.37564488271017,0,0,1.78891855822645,0,0,0,0,0,1.82355405488921,0,0,1.92062790358103,0,0,0,0
"rye",0,0,8.53620263606092,5.06346732406525,0,0,0,0,0,0,10.8106002042258,0,0,0,5.94193773992185,0,0,0,0,0
"say",0,0,5.12172158163655,0,1.8017667007043,0,1.78891855822645,0,1.7720405204391,1.67635004019285,0,1.99100870034283,1.82355405488921,0,0,0,0,0,2.10100959555716,0
"semisweet",0,0,1.70724052721218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"shaken",0,0,1.70724052721218,0,0,2.14255859847003,1.78891855822645,0,1.7720405204391,0,0,0,0,0,0,0,0,0,0,0
"shown",0,0,1.70724052721218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"smooth",0,0,1.70724052721218,0,0,0,0,0,0,0,0,0,0,0,0,0,1.91578527910524,0,0,0
"someon",0,0,1.70724052721218,0,0,0,0,0,0,0,1.8017667007043,0,0,0,0,0,0,0,0,0
"sophist",0,0,1.70724052721218,0,0,2.14255859847003,1.78891855822645,0,0,3.35270008038569,3.6035334014086,0,0,0,0,0,1.91578527910524,0,0,0
"spici",0,0,6.82896210884874,0,0,0,0,0,0,0,3.6035334014086,0,0,3.5778371164529,1.98064591330728,0,0,0,0,0
"stabil",0,0,1.70724052721218,0,0,0,0,0,0,0,1.8017667007043,0,0,0,0,0,0,0,0,0
"stay",0,0,1.70724052721218,0,0,0,0,2.03356831476162,0,0,1.8017667007043,0,0,0,0,0,0,0,2.10100959555716,0
"store",0,0,3.41448105442437,1.68782244135508,0,0,0,2.03356831476162,0,0,1.8017667007043,0,0,0,0,0,1.91578527910524,0,2.10100959555716,0
"straight",0,0,6.82896210884874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"strainer",0,0,1.70724052721218,0,0,0,0,0,1.7720405204391,0,0,0,0,0,0,0,0,4.14470867959356,0,2.22462355152433
"strip",0,0,1.70724052721218,1.68782244135508,0,0,1.78891855822645,0,0,0,0,0,0,0,0,0,0,0,0,0
"strong",0,0,1.70724052721218,1.68782244135508,0,0,0,0,0,0,0,0,0,1.78891855822645,0,0,0,0,0,0
"suit",0,0,1.70724052721218,0,0,0,0,0,0,0,1.8017667007043,0,0,0,0,0,0,0,0,0
"swap",0,0,3.41448105442437,0,0,2.14255859847003,3.5778371164529,0,1.7720405204391,0,0,0,0,0,0,0,0,0,0,0
"sweeter",0,0,1.70724052721218,1.68782244135508,0,0,0,0,0,0,5.4053001021129,0,1.82355405488921,0,1.98064591330728,0,0,2.07235433979678,0,0
"test",0,0,1.70724052721218,0,0,0,0,0,0,0,1.8017667007043,0,0,0,0,0,0,0,2.10100959555716,0
"thought",0,0,1.70724052721218,0,0,4.28511719694006,0,2.03356831476162,0,1.67635004019285,0,0,0,0,1.98064591330728,0,0,0,0,0
"threeingredi",0,0,1.70724052721218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"togeth",0,0,1.70724052721218,0,0,0,3.5778371164529,0,3.5440810408782,0,1.8017667007043,1.99100870034283,0,0,0,3.84125580716206,0,2.07235433979678,6.30302878667147,2.22462355152433
"tongu",0,0,1.70724052721218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"toowhen",0,0,1.70724052721218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"two",0,0,1.70724052721218,1.68782244135508,0,0,0,4.06713662952325,3.5440810408782,3.35270008038569,3.6035334014086,0,1.82355405488921,0,1.98064591330728,1.92062790358103,1.91578527910524,2.07235433979678,0,0
"twodimension",0,0,1.70724052721218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"upscal",0,0,1.70724052721218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"usual",0,0,3.41448105442437,0,3.6035334014086,4.28511719694006,0,0,0,0,3.6035334014086,0,0,0,0,0,0,0,2.10100959555716,0
"variat",0,0,3.41448105442437,3.37564488271017,1.8017667007043,0,5.36675567467935,4.06713662952325,3.5440810408782,0,5.4053001021129,0,3.64710810977842,5.36675567467935,9.90322956653641,0,5.74735583731572,0,2.10100959555716,0
"versatil",0,0,1.70724052721218,0,0,0,0,0,0,0,0,0,0,1.78891855822645,1.98064591330728,0,0,0,0,0
"vibrant",0,0,1.70724052721218,0,1.8017667007043,0,0,0,0,0,0,0,0,0,1.98064591330728,0,0,0,0,0
"want",0,0,1.70724052721218,3.37564488271017,5.4053001021129,0,3.5778371164529,0,1.7720405204391,0,3.6035334014086,3.98201740068566,1.82355405488921,1.78891855822645,0,3.84125580716206,7.66314111642096,2.07235433979678,8.40403838222863,0
"what",0,0,1.70724052721218,0,3.6035334014086,2.14255859847003,1.78891855822645,4.06713662952325,7.0881620817564,1.67635004019285,0,5.97302610102849,1.82355405488921,3.5778371164529,1.98064591330728,1.92062790358103,3.83157055821048,4.14470867959356,0,0
"whatev",0,0,1.70724052721218,0,0,0,0,0,0,0,1.8017667007043,0,0,1.78891855822645,0,3.84125580716206,0,0,0,0
"where",0,0,1.70724052721218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"whether",0,0,1.70724052721218,0,0,0,0,0,0,0,0,1.99100870034283,0,0,0,0,0,0,0,0
"whiskeyoh",0,0,1.70724052721218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"wide",0,0,1.70724052721218,1.68782244135508,0,0,0,0,0,1.67635004019285,0,0,0,0,0,0,0,0,0,0
"won",0,0,1.70724052721218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"wow",0,0,1.70724052721218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"writer",0,0,1.70724052721218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"″",0,0,1.70724052721218,1.68782244135508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"addit",0,0,0,1.68782244135508,0,0,0,0,0,0,0,0,0,0,1.98064591330728,0,1.91578527910524,0,0,0
"allow",0,0,0,1.68782244135508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"almost",0,0,0,1.68782244135508,0,0,0,0,0,0,5.4053001021129,0,0,0,0,0,0,0,0,0
"amp",0,0,0,1.68782244135508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"artisan",0,0,0,1.68782244135508,0,0,0,0,0,0,0,1.99100870034283,0,0,0,1.92062790358103,0,2.07235433979678,0,0
"bare",0,0,0,1.68782244135508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"becom",0,0,0,1.68782244135508,0,2.14255859847003,1.78891855822645,0,0,1.67635004019285,0,0,1.82355405488921,0,0,0,0,0,6.30302878667147,0
"bit",0,0,0,5.06346732406525,1.8017667007043,0,1.78891855822645,0,0,1.67635004019285,0,0,0,0,0,1.92062790358103,0,0,0,0
"booz",0,0,0,1.68782244135508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"born",0,0,0,1.68782244135508,0,0,1.78891855822645,0,0,0,0,0,0,1.78891855822645,0,0,0,0,0,0
"brandi",0,0,0,1.68782244135508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"clearlyfrozen",0,0,0,1.68782244135508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"cloudi",0,0,0,1.68782244135508,0,0,0,0,0,0,0,0,1.82355405488921,0,0,0,0,0,0,0
"columbian",0,0,0,1.68782244135508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"concoct",0,0,0,1.68782244135508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"cooler",0,0,0,3.37564488271017,0,0,0,0,0,0,0,1.99100870034283,0,0,0,1.92062790358103,0,2.07235433979678,0,0
"cube",0,0,0,21.9416917376161,0,0,0,0,0,0,0,1.99100870034283,7.29421621955683,1.78891855822645,0,0,0,8.28941735918712,0,0
"cut",0,0,0,3.37564488271017,0,0,3.5778371164529,0,0,0,0,3.98201740068566,0,0,0,3.84125580716206,0,0,0,0
"darn",0,0,0,1.68782244135508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"date",0,0,0,1.68782244135508,0,0,0,0,0,0,1.8017667007043,0,0,0,0,0,0,2.07235433979678,2.10100959555716,2.22462355152433
"day",0,0,0,1.68782244135508,1.8017667007043,0,3.5778371164529,0,1.7720405204391,0,0,0,1.82355405488921,0,0,0,0,0,0,0
"delici",0,0,0,1.68782244135508,0,0,1.78891855822645,0,0,0,0,0,0,1.78891855822645,0,1.92062790358103,0,0,0,0
"desir",0,0,0,3.37564488271017,1.8017667007043,0,1.78891855822645,0,0,0,0,0,0,0,0,0,0,0,0,2.22462355152433
"determin",0,0,0,1.68782244135508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dissolv",0,0,0,6.75128976542033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.10100959555716,0
"document",0,0,0,1.68782244135508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"doesnt",0,0,0,1.68782244135508,0,0,0,2.03356831476162,1.7720405204391,1.67635004019285,0,0,1.82355405488921,0,1.98064591330728,1.92062790358103,1.91578527910524,4.14470867959356,0,0
"drinkdont",0,0,0,1.68782244135508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"drinkth",0,0,0,1.68782244135508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"drop",0,0,0,1.68782244135508,0,0,0,0,0,0,1.8017667007043,1.99100870034283,0,0,0,0,0,0,0,0
"earli",0,0,0,1.68782244135508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"easiest",0,0,0,1.68782244135508,1.8017667007043,0,0,2.03356831476162,1.7720405204391,0,1.8017667007043,0,0,1.78891855822645,0,0,0,0,0,0
"equip",0,0,0,1.68782244135508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"exist",0,0,0,1.68782244135508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"fan",0,0,0,1.68782244135508,0,0,0,2.03356831476162,0,1.67635004019285,1.8017667007043,0,0,0,0,0,0,0,2.10100959555716,0
"fashionedwhen",0,0,0,1.68782244135508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"finish",0,0,0,1.68782244135508,0,0,0,0,1.7720405204391,0,1.8017667007043,0,0,1.78891855822645,0,0,0,0,0,0
"firebal",0,0,0,1.68782244135508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"flake",0,0,0,1.68782244135508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"forward",0,0,0,1.68782244135508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"freezer",0,0,0,1.68782244135508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"home",0,0,0,3.37564488271017,1.8017667007043,0,0,0,1.7720405204391,0,0,0,1.82355405488921,0,0,3.84125580716206,0,2.07235433979678,0,0
"icemak",0,0,0,1.68782244135508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"increas",0,0,0,1.68782244135508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"introduct",0,0,0,1.68782244135508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"jagermeist",0,0,0,1.68782244135508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"larg",0,0,0,8.43911220677541,0,0,0,0,0,0,0,0,1.82355405488921,1.78891855822645,0,1.92062790358103,0,0,0,2.22462355152433
"last",0,0,0,1.68782244135508,0,0,0,2.03356831476162,0,0,0,0,1.82355405488921,0,0,0,0,0,0,0
"level",0,0,0,1.68782244135508,3.6035334014086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"liter",0,0,0,1.68782244135508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"maker",0,0,0,5.06346732406525,0,0,0,0,0,0,0,1.99100870034283,0,0,0,0,0,0,0,0
"mash",0,0,0,3.37564488271017,0,0,0,0,0,0,0,0,5.47066216466762,0,0,0,0,0,0,6.673870654573
"method",0,0,0,6.75128976542033,0,0,1.78891855822645,0,1.7720405204391,0,0,0,0,0,0,1.92062790358103,0,0,0,0
"morea",0,0,0,1.68782244135508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"most",0,0,0,1.68782244135508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"muddl",0,0,0,5.06346732406525,0,0,0,2.03356831476162,0,0,0,0,14.5884324391137,0,0,0,0,0,0,11.1231177576217
"muddler",0,0,0,11.8147570894856,0,0,0,0,0,0,0,0,1.82355405488921,0,0,0,0,0,0,6.673870654573
"notch",0,0,0,1.68782244135508,0,0,0,0,0,0,0,1.99100870034283,0,0,1.98064591330728,3.84125580716206,0,0,0,0
"now",0,0,0,1.68782244135508,0,0,0,2.03356831476162,1.7720405204391,1.67635004019285,0,3.98201740068566,1.82355405488921,3.5778371164529,0,0,0,2.07235433979678,2.10100959555716,0
"oaxaca",0,0,0,1.68782244135508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"oldest",0,0,0,1.68782244135508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"one",0,0,0,1.68782244135508,0,0,1.78891855822645,0,0,0,0,0,0,0,0,0,0,0,0,0
"opt",0,0,0,1.68782244135508,0,0,0,2.03356831476162,0,0,0,0,0,0,0,0,1.91578527910524,0,0,0
"organ",0,0,0,1.68782244135508,0,0,0,0,0,0,0,1.99100870034283,0,0,0,1.92062790358103,0,2.07235433979678,0,0
"paper",0,0,0,1.68782244135508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"peelhow",0,0,0,1.68782244135508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"perfum",0,0,0,1.68782244135508,0,0,0,0,0,0,0,1.99100870034283,0,0,0,0,0,0,0,0
"perhap",0,0,0,1.68782244135508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pretti",0,0,0,1.68782244135508,1.8017667007043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pristin",0,0,0,1.68782244135508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"problem",0,0,0,1.68782244135508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"realli",0,0,0,1.68782244135508,0,0,1.78891855822645,0,1.7720405204391,0,0,0,0,0,0,0,1.91578527910524,0,0,0
